,Unnamed: 0,text,labels,txt_len
478,478,"Mutations in the human EGR2 gene have recently been associated with the inherited peripheral neuropathies Charcot - Marie - Tooth type 1 , Dejerine - Sottas syndrome and congenital hypomyelinating neuropathy .",O O O O O O O O O O O O B I I B I I I I I I O B I I I O B I I O,32
479,479,Three of the four EGR2 mutations are dominant and occur within the zinc finger DNA - binding domain .,O O O O O O O O O O O O O O O O O O O,32
480,480,The fourth mutation is recessive and affects the inhibitory domain ( R1 ) that binds the NAB transcriptional co - repressors .,O O O O O O O O O O O O O O O O O O O O O O,32
481,481,A combination of DNA - binding assays and transcriptional analysis was used to determine the functional consequences of these mutations .,O O O O O O O O O O O O O O O O O O O O O,32
482,482,The zinc finger mutations affect DNA binding and the amount of residual binding directly correlates with disease severity .,O O O O O O O O O O O O O O O O O O O,32
483,483,The R1 domain mutation prevents interaction of EGR2 with the NAB co - repressors and thereby increases transcriptional activity .,O O O O O O O O O O O O O O O O O O O O,32
484,484,These data provide insight into the possible disease mechanisms underlying EGR2 mutations and the reason for varying severity and differences in inheritance patterns . .,O O O O O O O O O O O O O O O O O O O O O O O O O,32
485,485,Autosomal recessive familial neurohypophyseal diabetes insipidus with continued secretion of mutant weakly active vasopressin .,B I I I I I O O O O O O O O O,32
486,486,Familial neurohypophyseal diabetes insipidus is an autosomal dominant disorder characterized by post - natal development of arginine vasopressin ( AVP ) deficiency due to mutations in the AVP gene .,B I I I O O B I I O O O O O O O B I I I I I O O O O O O O O,32
487,487,"All published mutations affect the signal peptide or the neurophysin - II carrier protein and are presumed to interfere with processing of the preprohormone , leading to neuronal damage .",O O O O O O O O O O O O O O O O O O O O O O O O O O O B I O,32
488,488,"We studied an unusual Palestinian family consisting of asymptomatic first cousin parents and three children affected with neurohypophyseal diabetes insipidus , suggesting autosomal recessive inheritance .",O O O O O O O O O O O O O O O O O B I I O O O O O O,32
489,489,"All three affected children were homozygous and the parents heterozygous for a single novel mutation ( C301 - > T ) in exon 1 , replacing Pro7 of mature AVP with Leu ( Leu - AVP ) .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,32
490,490,Leu - AVP was a weak agonist with approximately 30 - fold reduced binding to the human V2 receptor .,O O O O O O O O O O O O O O O O O O O O,32
491,491,"Measured by radioimmunoassay with a synthetic Leu - AVP standard , serum Leu - AVP levels were elevated in all three children and further increased during water deprivation to as high as 30 times normal .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,32
492,492,"The youngest child ( 2 years old ) was only mildly affected but had Leu - AVP levels similar to her severely affected 8 - year - old brother , suggesting that unknown mechanisms may partially compensate for a deficiency of active AVP in very young children . .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I I O O O O O O,32
493,493,X inactivation and somatic cell selection rescue female mice carrying a Piga - null mutation .,O O O O O O O O O O O O O O O O,32
494,494,A somatic mutation in the X linked PIGA gene is responsible for the deficiency of glycosyl phosphatidylinositol ( GPI ) - anchored proteins on blood cells from patients with paroxysmal nocturnal hemoglobinuria .,O O O O O O O O O O O O O B I I I I I I I I I O O O O O O B I I O,32
495,495,No inherited form of GPI - anchor deficiency has been described .,O O O O B I I I O O O O,32
496,496,"Because conventional Piga gene knockout is associated with high embryonic lethality in chimeric mice , we used the Cre / loxP system .",O O O O O O O O O B I O O O O O O O O O O O O,32
497,497,We generated mice in which two loxP sites flank part of Piga exon 2 .,O O O O O O O O O O O O O O O,32
498,498,"After crossbreeding with female mice of the EIIa - cre strain , the floxed allele undergoes Cre - mediated recombination with high efficiency during early embryonic development .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O,32
499,499,"Because of X chromosome inactivation , female offspring are mosaic for cells that express or lack GPI - linked proteins .",O O O O O O O O O O O O O O O O O O O O O,32
500,500,"Analysis of mosaic mice showed that in heart , lung , kidney , brain , and liver , mainly wild - type Piga is active , suggesting that these tissues require GPI - linked proteins .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,32
501,501,"The salient exceptions were spleen , thymus , and red blood cells , which had almost equal numbers of cells expressing the wild - type or the recombined allele , implying that GPI - linked proteins are not essential for the derivation of these tissues .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,32
502,502,"PIGA ( - ) cells had no growth advantage , suggesting that other factors are needed for their clonal dominance in patients with paroxysmal nocturnal hemoglobinuria . .",O O O O O O O O O O O O O O O O O O O O O O O B I I O O,32
503,503,The C282Y mutation causing hereditary hemochromatosis does not produce a null allele .,O O O O B I O O O O O O O,32
504,504,Targeted mutagenesis was used to produce two mutations in the murine hemochromatosis gene ( Hfe ) locus .,O O O O O O O O O O O B O O O O O O,32
505,505,"The first mutation deletes a large portion of the coding sequence , generating a null allele .",O O O O O O O O O O O O O O O O O,32
506,506,"The second mutation introduces a missense mutation ( C282Y ) into the Hfe locus , but otherwise leaves the gene intact .",O O O O O O O O O O O O O O O O O O O O O O,32
507,507,This mutation is identical to the disease - causing mutation in patients with hereditary hemochromatosis .,O O O O O O O O O O O O O B I O,32
508,508,Mice carrying each of the two mutations were bred and analyzed .,O O O O O O O O O O O O,32
509,509,Homozygosity for either mutation results in postnatal iron loading .,O O O O O O O O O O,32
510,510,The effects of the null mutation are more severe than the effects of the C282Y mutation .,O O O O O O O O O O O O O O O O O,32
511,511,Mice heterozygous for either mutation accumulate more iron than normal controls .,O O O O O O O O O O O O,32
512,512,"Interestingly , although liver iron stores are greatly increased , splenic iron is decreased .",O O O O O O O O O O O O O O O,32
513,513,We conclude that the C282Y mutation does not result in a null allele . .,O O O O O O O O O O O O O O O,32
514,514,Genotype - phenotype analysis in X - linked Emery - Dreifuss muscular dystrophy and identification of a missense mutation associated with a milder phenotype .,O O O O O B I I I I I I I O O O O O O O O O O O O,32
515,515,"Direct sequencing of the emerin gene in 22 families with Emery - Dreifuss muscular dystrophy ( EMD ) revealed mutations in 21 ( 95 % ) , confirming that emerin mutations can be identified in the majority of families with X - linked EMD .",O O O O O O O O O O B I I I I O B O O O O O O O O O O O O O O O O O O O O O O O B I I I O,32
516,516,Most emerin mutations result in absence of the protein .,O O O O O O O O O O,32
517,517,"In this study three mutations ( a missense mutation Pro183Thr and two in - frame deletions removing residues 95 - 99 and 236 - 241 , respectively ) were unusual in being associated with expression of mutant protein .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,32
518,518,The phenotype in these families was compared in detail with the clinical features in cases with typical null mutations .,O O O O O O O O O O O O O O O O O O O O,32
519,519,For the in - frame deletions there were no significant differences .,O O O O O O O O O O O O,32
520,520,In the family with the missense mutation the phenotype was milder .,O O O O O O O O O O O O,32
521,521,Age at onset was later for first symptoms and for development of ankle contractures and muscle weakness .,O O O O O O O O O O O O B I O B I O,32
522,522,These findings have diagnostic implications as well as pointing to functionally important regions of the emerin protein . .,O O O O O O O O O O O O O O O O O O O,32
523,523,Severe clinical expression in X - linked Emery - Dreifuss muscular dystrophy .,O O O O B I I I I I I I O,32
524,524,"X - linked Emery - Dreifuss muscular dystrophy ( EDMD ) is a relatively rare benign neuromuscular disorder which can vary remarkably in onset , course and severity .",B I I I I I I I O B O O O O O B I I O O O O O O O O O O O,32
525,525,"In the present study , a TCTAC deletion spanning the nucleotides 631 - 635 of the emerin gene caused an unusually severe disease phenotype including loss of ambulation and severe muscle wasting in two affected brothers .",O O O O O O O O O O O O O O O O O O O O O O O O O B I I O O B I O O O O O,32
526,526,The same mutation has been reported previously in an unrelated family showing a significantly milder phenotype .,O O O O O O O O O O O O O O O O O,32
527,527,The interfamilial heterogeneity in distribution and in severity of the features in the two families point to environmental or genetic modification as the cause of clinical variability in Emery - Dreifuss muscular dystrophy . .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I I I O O,32
528,528,Common mutations in BRCA1 and BRCA2 do not contribute to early prostate cancer in Jewish men .,O O O O O O O O O O O B I O O O O,32
529,529,"BACKGROUND Families with a high incidence of hereditary breast cancer , and subsequently shown to have terminating mutations in BRCA1 or BRCA2 , appear to have a higher incidence of prostate cancer among male relatives .",O O O O O O O B I I O O O O O O O O O O O O O O O O O O O O B I O O O O,32
530,530,We aimed to determine whether the common germline mutations of BRCA1 or BRCA2 in Ashkenazi Jewish men predisposed them to prostate cancer .,O O O O O O O O O O O O O O O O O O O O B I O,32
531,531,"METHODS We examined genomic DNA from 83 ( for BRCA1 185delAG ) or 82 ( for BRCA2 6174delT ) Ashkenazi Jewish prostate cancer patients , most of whom were treated at a relatively young age , for the most common germline mutation in each gene seen in the Ashkenazi population .",O O O O O O O O O O O O O O O O O O O O O B I O O O O O O O O O O O O O O O O O O O O O O O O O O O O,32
532,532,RESULTS Our study should have been able to detect a 4 - 5 - fold increase in the risk of prostate cancer due to mutation of BRCA1 or BRCA2 .,O O O O O O O O O O O O O O O O O O O O B I O O O O O O O O,32
533,533,"However , only one ( 1 . 15 % ; 95 % confidence interval , 0 - 3 . 6 % ) of the patients was heterozygous for the BRCA1 mutant allele , and only two were heterozygous for the BRCA2 mutation ( 2 . 4 % ; 95 % confidence interval , 0 - 6 . 2 % ) .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,32
534,534,CONCLUSIONS The incidence of each of the germline mutations in these prostate cancer patients closely matched their incidence ( about 1 % ) in the general Ashkenazi Jewish population .,O O O O O O O O O O O B I O O O O O O O O O O O O O O O O O,32
535,535,"This suggests that unlike cases of breast and ovarian cancers , mutations in BRCA1 or BRCA2 do not significantly predispose men to prostate cancer",O O O O O O B I I I O O O O O O O O O O O O B I,32
536,536,Beta - catenin accumulation and mutation of the CTNNB1 gene in hepatoblastoma .,O O O O O O O O O O O B O,32
537,537,Hepatoblastoma is a rare malignant tumor of the liver that occurs in children at an average age of 2 to 3 years .,B O O O B I I I I O O O O O O O O O O O O O O,32
538,538,Epidemiologic studies have shown an increased frequency of this tumor type in families affected by adenomatous polyposis coli .,O O O O O O O O O B O O O O O B I I O,32
539,539,"In addition to the epidemiologic data , molecular genetic studies suggest that inactivation of the APC tumor suppressor may be involved in hepatoblastoma tumorigenesis .",O O O O O O O O O O O O O O O B I O O O O O B O O,32
540,540,"A major function of APC is the downregulation of beta - catenin , a transcription - activating protein with oncogenic potential .",O O O O O O O O O O O O O O O O O O O O O O,32
541,541,"In an ongoing immunohistochemical study of beta - catenin expression in sporadic cases of tumor types that are associated with adenomatous polyposis coli , we observed increased beta - catenin levels in the cytoplasm and in the nuclei of three investigated hepatoblastomas .",O O O O O O O O O O O O O O B O O O O O B I I O O O O O O O O O O O O O O O O O O B O,32
542,542,Sequencing of exon 3 of the beta - catenin gene ( CTNNB1 ) revealed an activating mutation in one of the tumor samples .,O O O O O O O O O O O O O O O O O O O O O B O O,32
543,543,Our data indicate for the first time that beta - catenin accumulation may play a role in the development of hepatoblastoma and that activating mutations of the beta - catenin gene may substitute biallelic APC inactivation in this tumor type .,O O O O O O O O O O O O O O O O O O O O B O O O O O O O O O O O O O O O O O B O O,32
544,544,"Genes Chromosomes Cancer 25 399 - 402 , 1999 . .",O O O O O O O O O O O,32
545,545,Decrease in GTP cyclohydrolase I gene expression caused by inactivation of one allele in hereditary progressive dystonia with marked diurnal fluctuation .,O O O O O O O O O O O O O O B I I O O O O O,32
546,546,"Hereditary progressive dystonia with marked diurnal fluctuation ( HPD ; dopa - responsive dystonia , DRD ) have been recently found to be caused by a genetic defect in the GTP cyclohydrolase I ( GCH1 ) gene .",B I I O O O O O B O B I I I O B O O O O O O O O O O B I O O O O O O O O O O,32
547,547,"In this study , we quantified the mRNA level of GCH1 in phytohemagglutinin ( PHA ) - stimulated mononuclear blood cells from one Japanese family that do not have a mutation in the coding region or splice junctions of the gene .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,32
548,548,The results showed that the amounts of the GCH1 mRNA were decreased to about 40 % of the normal level in both patients and carriers .,O O O O O O O O O O O O O O O O O O O O O O O O O O,32
549,549,"In addition , we found that the GCH1 mRNA was transcribed from only one allele , indicating that the other allele was in an inactive state .",O O O O O O O O O O O O O O O O O O O O O O O O O O O,32
550,550,"These results suggest that some novel mutations should exist on one of the alleles in some unknown region of the GCH1 gene , and may decrease the GCH1 mRNA causing the HPD / DRD symptoms . .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B O B O O O,32
551,551,Sulfate transport is not impaired in pendred syndrome thyrocytes .,O O O O O O B I O O,32
552,552,"Pendred syndrome is the most common form of syndromic deafness , characterized by dyshormonogenic goiter associated with sensory - neural deafness .",B I O O O O O O B I O O O B I O O B I I I O,32
553,553,"The gene responsible for the disease ( PDS ) has been cloned , but its function is as yet unknown and the connection between thyroid goiter and sensory - neural deafness remains an enigma .",O O O O O O O B O O O O O O O O O O O O O O O O B I O B I I I O O O O,32
554,554,"PDS codes for a novel protein , pendrin , which is closely related to a number of sufate transporters .",O O O O O O O O O O O O O O O O O O O O,32
555,555,Mechanisms by which abnormal sulfate transport could deleteriously affect iodide organification have been proposed .,O O O O O O O O O O O O O O O,32
556,556,We tested sulfate transport in thyrocytes obtained from Pendred syndrome patients and found that it was not defective .,O O O O O O O O B I O O O O O O O O O,32
557,557,"This suggests that pendrin in fact may not be a sulfate transporter , and emphasizes the importance of functional studies on this novel protein . .",O O O O O O O O O O O O O O O O O O O O O O O O O O,32
558,558,Small deletions in the type II collagen triple helix produce kniest dysplasia .,O O O O O O O O O O B I O,32
559,559,"Kniest dysplasia is a moderately severe type II collagenopathy , characterized by short trunk and limbs , kyphoscoliosis , midface hypoplasia , severe myopia , and hearing loss .",B I O O O O B I I O O O O O O O O B O B I O O B O O B I O,32
560,560,"Mutations in the gene that encodes type II collagen ( COL2A1 ) , the predominant protein of cartilage , have been identified in a number of individuals with Kniest dysplasia .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I O,32
561,561,"All but two of these previously described mutations cause in - frame deletions in type II collagen , either by small deletions in the gene or splice site alterations .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,32
562,562,"Furthermore , all but one of these mutations is located between exons 12 and 24 in the COL2A1 gene .",O O O O O O O O O O O O O O O O O O O O,32
563,563,We used heteroduplex analysis to identify sequence anomalies in five individuals with Kniest dysplasia .,O O O O O O O O O O O O B I O,32
564,564,"Sequencing of the index patients genomic DNA identified four new dominant mutations in COL2A1 that result in Kniest dysplasia a 21 - bp deletion in exon 16 , an 18 - bp deletion in exon 19 , and 4 - bp deletions in the splice donor sites of introns 14 and 20 .",O O O O O O O O O O O O O O O O O B I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,32
565,565,"A previously described 28 - bp deletion at the COL2A1 exon 12 - intron 12 junction , deleting the splice donor site , was identified in the fifth case .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,32
566,566,The latter three mutations are predicted to result in exon skipping in the mRNA encoded from the mutant allele .,O O O O O O O O O O O O O O O O O O O O,32
567,567,"These data suggest that Kniest dysplasia results from shorter type II collagen monomers , and support the hypothesis that alteration of a specific COL2A1 domain , which may span from exons 12 to 24 , leads to the Kniest dysplasia phenotype . .",O O O O B I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I O O O,32
568,568,Classical galactosemia and mutations at the galactose - 1 - phosphate uridyl transferase ( GALT ) gene .,B I O O O O O O O O O O O O O O O O,32
569,569,"Classical galactosemia is caused by a deficiency in activity of the enzyme galactose - 1 - phosphate uridyl transferase ( GALT ) , which , in turn , is caused by mutations at the GALT gene .",B I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,32
570,570,"The disorder exhibits considerable allelic heterogeneity and , at the end of 1998 , more than 150 different base changes were recorded in 24 different populations and ethnic groups in 15 countries worldwide .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,32
571,571,"The mutations most frequently cited are Q188R , K285N , S135L , and N314D .",O O O O O O O O O O O O O O O,32
572,572,Q188R is the most common mutation in European populations or in those predominantly of European descent .,O O O O O O O O O O O O O O O O O,32
573,573,"Overall , it accounts for 60 - 70 % of mutant chromosomes , but there are significant differences in its relative frequency in individual populations .",O O O O O O O O O O O O O O O O O O O O O O O O O O,32
574,574,Individuals homoallelic for Q188R tend to have a severe phenotype and this is in keeping with the virtually complete loss of enzyme activity observed in in vitro expression systems .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,32
575,575,"Globally , K285N is rarer , but in many European populations it can be found on 25 - 40 % of mutant chromosomes .",O O O O O O O O O O O O O O O O O O O O O O O O,32
576,576,It is invariably associated with a severe phenotype .,O O O O O O O O O,32
577,577,S135L is found almost exclusively in African Americans .,O O O O O O O O O,32
578,578,"In vitro expression results are discrepant , but some individuals carrying S135L appear to exhibit GALT activity in some tissues .",O O O O O O O O O O O O O O O O O O O O O,32
579,579,"Duarte 1 ( or Los Angeles ) and Duarte 2 ( or Duarte ) variants carry the same amino acid substitution , N314D , even though D1 is associated with increased erythrocyte GALT activity and D2 with reduced activity .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,32
580,580,N314D is in linkage disequilibrium with other base changes that differ on the D1 and D2 alleles .,O O O O O O O O O O O O O O O O O O,32
581,581,N314D does not impair GALT activity in in vitro expression systems .,O O O O O O O O O O O O,32
582,582,"However , there are differences in the abundance of GALT protein in lymphoblastoid cells lines from D2 and D1 individuals .",O O O O O O O O O O O O O O O O O O O O O,32
583,583,It is unclear whether the specific molecular changes that distinguish the D1 and D2 alleles account for the different activities .,O O O O O O O O O O O O O O O O O O O O O,32
584,584,The considerable genetic heterogeneity documented to date undoubtedly contributes to the phenotypic heterogeneity that is observed in galactosemia .,O O O O O O O O O O O O O O O O O B O,32
585,585,The additional effects of nonallelic variation and other constitutional factors on phenotypic variability remain to be elucidated . .,O O O O O O O O O O O O O O O O O O O,32
586,586,Mutations of the VHL gene in sporadic renal cell carcinoma : definition of a risk factor for VHL patients to develop an RCC .,O O O B O O B I I I O O O O O O O B O O O O B O,32
587,587,"To investigate the nature of somatic von Hippel - Lindau ( VHL ) mutations , we analyzed 173 primary sporadic human renal cell carcinomas for mutations of the VHL tumor suppressor gene , using polymerase chain reaction ( PCR ) and single - strand conformational polymorphism analysis ( SSCP ) of DNA .",O O O O O O B I I I O B O O O O O O O O O B I I O O O O B I O O O O O O O O O O O O O O O O O O O O O O O,32
588,588,We detected abnormal SSCP pattern in 73 samples .,O O O O O O O O O,32
589,589,"After sequencing , we identified microdeletions in 58 % of cases , microinsertions in 17 % , nonsense mutations in 8 % , and missense mutations in 17 % .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,32
590,590,"Among these mutations , 50 % correspond to new mutations .",O O O O O O O O O O O,32
591,591,"VHL mutations were found only in the nonpapillary renal cell carcinoma ( RCC ) subtype , as previously reported .",B O O O O O O B I I I O B O O O O O O O,32
592,592,"To compare somatic and germline mutations , we used the VHL database , which includes 507 mutations .",O O O O O O O O O O B O O O O O O O,32
593,593,The study of mutational events revealed a significant difference between somatic and germline mutations with mutations leading to truncated proteins observed in 78 % of somatic mutations vs only 37 % in germline mutations ( P < 0 . 001 ) .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,32
594,594,We postulated that a specific pattern of VHL mutations is associated with sporadic RCC .,O O O O O O O B O O O O B I O,32
595,595,This pattern corresponds to mutations leading mainly to truncated proteins with few specific missense mutations .,O O O O O O O O O O O O O O O O,32
596,596,"We then analyzed the occurrence of RCC in VHL families , based on the nature of mutations .",O O O O O O B O B O O O O O O O O O,32
597,597,We observed RCC in at least one member of the VHL families in 77 % of cases with mutations leading to truncated proteins versus 55 % in cases with missense mutations ( P < 0 . 05 ) .,O O B O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O,32
598,598,"Thus , mutations resulting in truncated proteins may lead to a higher risk of RCC in VHL patients",O O O O O O O O O O O O O O B O B O,32
599,599,Defective CTLA - 4 cycling pathway in Chediak - Higashi syndrome : a possible mechanism for deregulation of T lymphocyte activation .,O O O O O O O B I I I O O O O O O O O O O O,32
600,600,"Cytotoxic T lymphocyte - associated antigen 4 ( CTLA - 4 , also known as CD152 ) has been shown to play a major role in the regulation of T cell activation .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,32
601,601,Its membrane expression is highly regulated by endocytosis and trafficking through the secretory lysosome pathway .,O O O O O O O O O O O O O O O O,32
602,602,"Chediak - Higashi syndrome ( CHS ) is an inherited disorder caused by mutations in the lysosomal trafficking regulator gene , LYST .",B I I I O B O O O B I O O O O O O O O O O O O,32
603,603,"It results in defective membrane targeting of the proteins present in secretory lysosomes , and it is associated with a variety of features , including a lymphoproliferative syndrome with hemophagocytosis .",O O O O O O O O O O O O O O O O O O O O O O O O O O B I O B O,32
604,604,"The murine equivalent of CHS , beige mice , present similar characteristics but do not develop the lymphoproliferative syndrome .",O O O O B O O O O O O O O O O O O B I O,32
605,605,"We show herein that CTLA - 4 is present in enlarged , abnormal vesicles in CHS T cells and is not properly expressed at the cell surface after T cell activation , whereas its surface expression is not impaired .",O O O O O O O O O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O O,32
606,606,It is therefore proposed that the defective surface expression of CTLA - 4 by CHS T cells is involved in the generation of lymphoproliferative disease .,O O O O O O O O O O O O O O B O O O O O O O O B I O,32
607,607,This observation may provide insight into the role of CTLA - 4 in humans . .,O O O O O O O O O O O O O O O O,32
608,608,"Proteolipoprotein gene analysis in 82 patients with sporadic Pelizaeus - Merzbacher Disease : duplications , the major cause of the disease , originate more frequently in male germ cells , but point mutations do not .",O O O O O O O O B I I I O O O O O O O O O O O O O O O O O O O O O O O O,32
609,609,The Clinical European Network on Brain Dysmyelinating Disease .,O O O O O B I I O,32
610,610,Pelizaeus - Merzbacher Disease ( PMD ) is an X - linked developmental defect of myelination affecting the central nervous system and segregating with the proteolipoprotein ( PLP ) locus .,B I I I O B O O O B I I I I I I O O O O O O O O O O O O O O O,32
611,611,"Investigating 82 strictly selected sporadic cases of PMD , we found PLP mutations in 77 % ; complete PLP - gene duplications were the most frequent abnormality ( 62 % ) , whereas point mutations in coding or splice - site regions of the gene were involved less frequently ( 38 % ) .",O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,32
612,612,"We analyzed the maternal status of 56 cases to determine the origin of both types of PLP mutation , since this is relevant to genetic counseling .",O O O O O O O O O O O O O O O O O O O O O O O O O O O,32
613,613,"In the 22 point mutations , 68 % of mothers were heterozygous for the mutation , a value identical to the two - thirds of carrier mothers that would be expected if there were an equal mutation rate in male and female germ cells .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,32
614,614,"In sharp contrast , among the 34 duplicated cases , 91 % of mothers were carriers , a value significantly ( chi2 = 9 . 20 , P < . 01 ) in favor of a male bias , with an estimation of the male / female mutation frequency ( k ) of 9 .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,32
615,615,3 3 .,O O O,32
616,616,"Moreover , we observed the occurrence of de novo mutations between parental and grandparental generations in 17 three - generation families , which allowed a direct estimation of the k value ( k = 11 ) .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,32
617,617,"Again , a significant male mutation imbalance was observed only for the duplications .",O O O O O O O O O O O O O O,32
618,618,"Chromosome breakage in the Prader - Willi and Angelman syndromes involves recombination between large , transcribed repeats at proximal and distal breakpoints .",O O O O B I I I I I O O O O O O O O O O O O O,32
619,619,"Prader - Willi syndrome ( PWS ) and Angelman syndrome ( AS ) are distinct neurobehavioral disorders that most often arise from a 4 - Mb deletion of chromosome 15q11 - q13 during paternal or maternal gametogenesis , respectively .",B I I I O B O O B I O B O O O B I O O O O O O O O O O O O O O O O O O O O O O O,32
620,620,At a de novo frequency of approximately .,O O O O O O O O,32
621,621,"67 - 1 / 10 , 000 births , these deletions represent a common structural chromosome change in the human genome .",O O O O O O O O O O O O O O O O O O O O O O,32
622,622,"To elucidate the mechanism underlying these events , we characterized the regions that contain two proximal breakpoint clusters and a distal cluster .",O O O O O O O O O O O O O O O O O O O O O O O,32
623,623,Novel DNA sequences potentially associated with the breakpoints were positionally cloned from YACs within or near these regions .,O O O O O O O O O O O O O O O O O O O,32
624,624,"Analyses of rodent - human somatic - cell hybrids , YAC contigs , and FISH of normal or rearranged chromosomes 15 identified duplicated sequences ( the END repeats ) at or near the breakpoints .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,32
625,625,"The END - repeat units are derived from large genomic duplications of a novel gene ( HERC2 ) , many copies of which are transcriptionally active in germline tissues .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,32
626,626,"One of five PWS / AS patients analyzed to date has an identifiable , rearranged HERC2 transcript derived from the deletion event .",O O O B O B O O O O O O O O O O O O O O O O O,32
627,627,We postulate that the END repeats flanking 15q11 - q13 mediate homologous recombination resulting in deletion .,O O O O O O O O O O O O O O O O O,32
628,628,"Furthermore , we propose that active transcription of these repeats in male and female germ cells may facilitate the homologous recombination process .",O O O O O O O O O O O O O O O O O O O O O O O,32
629,629,Linkage analysis in a large Brazilian family with van der Woude syndrome suggests the existence of a susceptibility locus for cleft palate at 17p11 . 2 - 11 . 1 .,O O O O O O O O B I I I O O O O O O O O B I O O O O O O O O O,32
630,630,"van der Woude syndrome ( VWS ) , which has been mapped to 1q32 - 41 , is characterized by pits and / or sinuses of the lower lip , cleft lip / palate ( CL / P ) , cleft palate ( CP ) , bifid uvula , and hypodontia ( H ) .",B I I I O B O O O O O O O O O O O O O O B I I I I I I I I O B I I I O B I I O O B I O B O O B I O O B O B O O,32
631,631,"The expression of VWS , which has incomplete penetrance , is highly variable .",O O O B O O O O O O O O O O,32
632,632,Both the occurrence of CL / P and CP within the same genealogy and a recurrence risk < 40 % for CP among descendants with VWS have suggested that the development of clefts in this syndrome is influenced by modifying genes at other loci .,O O O O B I I O B O O O O O O O O O O O O B O O O B O O O O O O B O O O O O O O O O O O O,32
633,633,"To test this hypothesis , we have conducted linkage analysis in a large Brazilian kindred with VWS , considering as affected the individuals with CP , regardless of whether it is associated with other clinical signs of VWS .",O O O O O O O O O O O O O O O O B O O O O O O O B O O O O O O O O O O O O B O,32
634,634,Our results suggest that a gene at 17p11 .,O O O O O O O O O,32
635,635,2 - 11 2 - 11 .,O O O O O O O,32
636,636,"1 , together with the VWS gene at 1p32 - 41 , enhances the probability of CP in an individual carrying the two at - risk genes .",O O O O O B O O O O O O O O O O B O O O O O O O O O O O,32
637,637,"If this hypothesis is confirmed in other VWS pedigrees , it will represent one of the first examples of a gene , mapped through linkage analysis , which modifies the expression of a major gene .",O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O,32
638,638,"New mutations , polymorphisms , and rare variants in the ATM gene detected by a novel SSCP strategy .",O O O O O O O O O O O O O O O O O O O,32
639,639,"The gene for ataxia - telangiectasia , ATM , spans about 150 kb of genomic DNA .",O O O B I I O O O O O O O O O O O,32
640,640,"ATM mutations are found along the entire gene , with no evidence of a mutational hot spot .",O O O O O O O O O O O O O O O O O O,32
641,641,"Using DNA as the starting material , we screened the ATM gene in 92 A - T patients , using an optimized single - strand conformation polymorphism ( SSCP ) technique that detected all previously known mutations in the polymerase chain reaction ( PCR ) segments being analyzed .",O O O O O O O O O O O O O O B I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,32
642,642,"To expedite screening , we sequentially loaded the SSCP gels with three different sets of PCR products that were pretested to avoid overlapping patterns .",O O O O O O O O O O O O O O O O O O O O O O O O O,32
643,643,Many of the DNA changes we detected were intragenic polymorphisms .,O O O O O O O O O O O,32
